x (sign(x), time)
3938 (1805, 19)
3939 (3701, 19)
3940 (5296, 19)
3941 (8959, 19)
3942 (2558, 19)
3943 (1113, 19)
3944 (2070, 19)
3945 (1841, 118)
3946 (3190, 118)
3947 (5258, 19)
3948 (7680, 19)
3949 (9367, 19)
3950 (3965, 19)
3951 (5134, 19)
3952 (3448, 19)
3953 (10291, 19)
3954 (1468, 19)
3955 (3955, 19)
3956 (4069, 19)
3957 (3608, 19)
3958 (6835, 19)
3959 (5149, 19)
3960 (9256, 19)
3961 (1255, 19)
3962 (5880, 118)
3963 (844, 19)
3964 (7545, 118)
3965 (3131, 19)
3966 (9343, 19)
3967 (5780, 19)
3968 (606, 19)
3969 (1437, 19)
3970 (3405, 19)
3971 (7938, 19)
3972 (6670, 19)
3973 (2468, 19)
3974 (631, 19)
3975 (4106, 118)
3976 (7565, 19)
3977 (9215, 19)
3978 (8634, 19)
3979 (6079, 118)
3980 (2473, 19)
3981 (3740, 19)
3982 (10887, 19)
3983 (9522, 118)
3984 (4452, 19)
3985 (4965, 19)
3986 (4244, 19)
3987 (7121, 19)
3988 (2879, 19)
3989 (2010, 19)
3990 (2446, 19)
3991 (1387, 19)
3992 (522, 19)
3993 (10094, 19)
3994 (2481, 19)
3995 (7267, 19)
3996 (1604, 19)
3997 (1630, 19)
3998 (9511, 19)
3999 (10013, 19)
4000 (9978, 19)
4001 (8333, 19)
4002 (432, 19)
4003 (10580, 19)
4004 (2728, 19)
4005 (9257, 19)
4006 (2990, 19)
4007 (8613, 19)
4008 (9323, 19)
4009 (6016, 19)
4010 (3750, 19)
4011 (10721, 19)
4012 (1031, 19)
4013 (9471, 19)
4014 (10030, 19)
4015 (4350, 19)
4016 (1105, 19)
4017 (1869, 19)
4018 (4642, 19)
4019 (9928, 19)
4020 (9308, 19)
4021 (8608, 19)
4022 (10312, 19)
4023 (1774, 19)
4024 (6937, 19)
4025 (94, 19)
4026 (9218, 19)
4027 (8001, 19)
4028 (6180, 19)
4029 (1813, 19)
4030 (1771, 19)
4031 (4563, 19)
4032 (2003, 19)
4033 (6707, 19)
4034 (1041, 19)
4035 (59, 19)
4036 (10394, 19)
4037 (5587, 19)
4038 (2945, 19)
4039 (10803, 19)
4040 (3247, 19)
4041 (5950, 19)
4042 (4848, 19)
4043 (5324, 19)
4044 (2057, 19)
4045 (1084, 19)
4046 (8300, 19)
4047 (1249, 19)
4048 (866, 19)
4049 (6940, 19)
4050 (6120, 19)
4051 (110, 19)
4052 (6865, 19)
4053 (4166, 19)
4054 (8846, 19)
4055 (7417, 19)
4056 (4955, 19)
4057 (7607, 19)
4058 (4553, 19)
4059 (9857, 19)
4060 (5597, 19)
4061 (561, 118)
4062 (6429, 19)
4063 (7694, 19)
4064 (5586, 19)
4065 (1188, 19)
4066 (6675, 19)
4067 (3502, 19)
4068 (10848, 19)
4069 (5312, 19)
4070 (9258, 19)
4071 (4123, 19)
4072 (10799, 19)
4073 (4849, 19)
4074 (8148, 19)
4075 (2038, 19)
4076 (2878, 19)
4077 (4607, 118)
4078 (6747, 19)
4079 (3806, 19)
4080 (695, 19)
4081 (1736, 118)
4082 (9912, 19)
4083 (4535, 19)
4084 (2853, 19)
4085 (1133, 19)
4086 (6084, 19)
4087 (8654, 19)
4088 (6140, 19)
4089 (3723, 19)
4090 (5147, 217)
4091 (4227, 19)
4092 (768, 19)
4093 (10722, 19)
4094 (9390, 118)
4095 (1169, 19)
4096 (5454, 19)
4097 (6486, 19)
4098 (1349, 19)
4099 (1984, 19)
4100 (7573, 19)
4101 (6608, 19)
4102 (10033, 19)
4103 (6288, 19)
4104 (1726, 19)
4105 (7189, 19)
4106 (1845, 19)
4107 (8018, 19)
4108 (148, 19)
4109 (6463, 19)
4110 (1517, 19)
4111 (8381, 19)
4112 (2216, 19)
4113 (8283, 19)
4114 (6525, 118)
4115 (6873, 19)
4116 (3235, 19)
4117 (2615, 217)
4118 (10839, 19)
4119 (4007, 118)
4120 (8952, 19)
4121 (4803, 19)
4122 (9406, 19)
4123 (1264, 19)
4124 (2472, 19)
4125 (6568, 19)
4126 (6081, 19)
4127 (8561, 19)
4128 (2429, 19)
4129 (6077, 19)
4130 (10005, 19)
4131 (1817, 19)
4132 (3939, 19)
4133 (7387, 19)
4134 (7139, 19)
4135 (6922, 19)
4136 (7311, 19)
4137 (9649, 19)
4138 (8569, 19)
4139 (1647, 19)
4140 (3481, 19)
4141 (6519, 19)
4142 (2830, 118)
4143 (3353, 19)
4144 (4450, 19)
4145 (5619, 19)
4146 (2187, 19)
4147 (10194, 19)
4148 (9325, 19)
4149 (2597, 19)
4150 (4457, 19)
4151 (2832, 19)
4152 (4701, 19)
4153 (7089, 19)
4154 (526, 19)
4155 (7560, 19)
4156 (1030, 19)
4157 (2396, 19)
4158 (4926, 19)
4159 (5362, 19)
4160 (4978, 19)
4161 (1318, 19)
4162 (4680, 19)
4163 (2504, 19)
4164 (2144, 19)
4165 (2797, 19)
4166 (5409, 19)
4167 (3535, 19)
4168 (4705, 19)
4169 (10605, 19)
4170 (3200, 19)
4171 (485, 19)
4172 (6015, 19)
4173 (7631, 19)
4174 (8584, 19)
4175 (10045, 19)
4176 (2157, 19)
4177 (501, 19)
4178 (2318, 19)
4179 (4189, 19)
4180 (4632, 19)
4181 (5763, 19)
4182 (10736, 19)
4183 (1913, 19)
4184 (1185, 19)
4185 (1872, 19)
4186 (1007, 19)
4187 (4080, 19)
4188 (8592, 118)
4189 (8528, 19)
4190 (1895, 19)
4191 (1436, 19)
4192 (5049, 19)
4193 (7588, 19)
4194 (3770, 19)
4195 (6296, 19)
4196 (2275, 19)
4197 (3305, 19)
4198 (4862, 19)
4199 (3146, 118)
4200 (1535, 19)
4201 (6479, 19)
4202 (10390, 118)
4203 (7859, 19)
4204 (9764, 19)
4205 (4610, 19)
4206 (4620, 19)
4207 (9277, 19)
4208 (39, 19)
4209 (8618, 19)
4210 (4791, 19)
4211 (10502, 19)
4212 (8425, 19)
4213 (228, 19)
4214 (6495, 19)
4215 (654, 19)
4216 (7305, 19)
4217 (2065, 19)
4218 (2669, 19)
4219 (5235, 19)
4220 (5532, 19)
4221 (2860, 19)
4222 (1039, 19)
4223 (9088, 19)
4224 (6912, 19)
4225 (295, 19)
4226 (2294, 19)
4227 (3700, 19)
4228 (4048, 19)
4229 (8207, 19)
4230 (694, 118)
4231 (9370, 19)
4232 (617, 19)
4233 (3528, 19)
4234 (7515, 19)
4235 (6920, 19)
4236 (4654, 19)
4237 (8913, 118)
4238 (6907, 19)
4239 (7098, 19)
4240 (10143, 19)
4241 (2316, 19)
4242 (9693, 19)
4243 (5485, 19)
4244 (9, 19)
4245 (2244, 19)
4246 (10551, 19)
4247 (6009, 19)
4248 (6809, 19)
4249 (1209, 19)
4250 (2530, 19)
4251 (3145, 19)
4252 (4359, 19)
4253 (10148, 19)
4254 (6858, 19)
4255 (6672, 118)
4256 (415, 19)
4257 (8179, 19)
4258 (6071, 19)
4259 (10888, 19)
4260 (6578, 19)
4261 (398, 19)
4262 (9490, 118)
4263 (5700, 19)
4264 (8482, 19)
4265 (1989, 19)
4266 (1778, 19)
4267 (7080, 19)
4268 (3492, 19)
4269 (8149, 19)
4270 (4430, 118)
4271 (1988, 19)
4272 (8978, 19)
4273 (10402, 118)
4274 (7194, 19)
4275 (5810, 19)
4276 (18, 19)
4277 (3274, 19)
4278 (8673, 19)
4279 (10833, 19)
4280 (7151, 19)
4281 (1767, 19)
4282 (1678, 19)
4283 (10319, 19)
4284 (7378, 19)
4285 (1608, 19)
4286 (2320, 19)
4287 (5872, 118)
4288 (4734, 19)
4289 (3400, 118)
4290 (7394, 19)
4291 (4352, 19)
4292 (573, 19)
4293 (2372, 19)
4294 (6215, 19)
4295 (3504, 19)
4296 (9936, 19)
4297 (5027, 19)
4298 (2211, 19)
4299 (7674, 19)
4300 (6792, 19)
4301 (3168, 19)
4302 (1409, 19)
4303 (6754, 19)
4304 (1323, 19)
4305 (3919, 19)
4306 (10752, 19)
4307 (2075, 118)
4308 (4488, 19)
4309 (8716, 19)
4310 (6921, 19)
4311 (4749, 19)
4312 (4728, 19)
4313 (2552, 19)
4314 (6818, 19)
4315 (5870, 19)
4316 (288, 19)
4317 (7278, 19)
4318 (7322, 19)
4319 (10157, 19)
4320 (5887, 118)
4321 (9531, 19)
4322 (6697, 19)
4323 (9763, 19)
4324 (7677, 19)
4325 (5600, 19)
4326 (5200, 19)
4327 (4574, 19)
4328 (10146, 19)
4329 (3915, 19)
4330 (7602, 19)
4331 (5381, 19)
4332 (2749, 19)
4333 (8922, 19)
4334 (9301, 19)
4335 (1378, 19)
4336 (10105, 19)
4337 (8494, 19)
4338 (182, 19)
4339 (5910, 19)
4340 (10141, 19)
4341 (2240, 19)
4342 (6512, 19)
4343 (3858, 19)
4344 (8240, 19)
4345 (504, 118)
4346 (8387, 19)
4347 (396, 19)
4348 (1496, 19)
4349 (7366, 19)
4350 (4619, 19)
4351 (7246, 19)
4352 (10940, 19)
4353 (7205, 19)
4354 (6045, 19)
4355 (10145, 19)
4356 (3225, 19)
4357 (7354, 19)
4358 (4278, 118)
4359 (6483, 19)
4360 (7252, 118)
4361 (1498, 19)
4362 (9458, 19)
4363 (8180, 19)
4364 (9699, 19)
4365 (291, 19)
4366 (6306, 19)
4367 (8892, 19)
4368 (3734, 118)
4369 (4031, 19)
4370 (2642, 19)
4371 (986, 19)
4372 (1057, 19)
4373 (4092, 19)
4374 (1528, 19)
4375 (4405, 19)
4376 (163, 19)
4377 (1137, 19)
4378 (10012, 19)
4379 (3812, 19)
4380 (3238, 19)
4381 (10385, 19)
4382 (3742, 19)
4383 (10080, 19)
4384 (10237, 19)
4385 (3667, 19)
4386 (684, 19)
4387 (3126, 19)
4388 (7844, 19)
4389 (7363, 19)
4390 (1014, 19)
4391 (9125, 19)
4392 (3601, 19)
4393 (4213, 19)
4394 (5609, 19)
4395 (2017, 19)
4396 (6025, 19)
4397 (10090, 118)
4398 (7145, 19)
4399 (6162, 19)
4400 (10731, 19)
4401 (4621, 19)
4402 (2270, 19)
4403 (10558, 19)
4404 (2657, 19)
4405 (9726, 19)
4406 (8813, 19)
4407 (9831, 19)
4408 (3391, 19)
4409 (557, 19)
4410 (6044, 19)
4411 (2550, 19)
4412 (3154, 19)
4413 (10182, 19)
4414 (682, 19)
4415 (4121, 19)
4416 (1330, 19)
4417 (8894, 19)
4418 (2450, 19)
4419 (8831, 19)
4420 (7047, 118)
4421 (1663, 19)
4422 (5891, 19)
4423 (932, 19)
4424 (2828, 19)
4425 (3259, 118)
4426 (10123, 19)
4427 (1394, 19)
4428 (8582, 19)
4429 (8763, 19)
4430 (10668, 19)
4431 (2802, 118)
4432 (10496, 19)
4433 (6904, 19)
4434 (152, 19)
4435 (6584, 19)
4436 (2418, 19)
4437 (3157, 19)
4438 (3792, 19)
4439 (3505, 19)
4440 (7738, 19)
4441 (9016, 19)
4442 (3802, 19)
4443 (1500, 19)
4444 (9223, 19)
4445 (8286, 19)
4446 (673, 118)
4447 (5007, 19)
4448 (1717, 19)
4449 (2986, 19)
4450 (5556, 19)
4451 (3911, 19)
4452 (6362, 19)
4453 (7881, 19)
4454 (9585, 118)
4455 (8546, 19)
4456 (10751, 19)
4457 (9483, 19)
4458 (6154, 19)
4459 (5675, 19)
4460 (6046, 19)
4461 (8050, 19)
4462 (3298, 19)
4463 (777, 19)
4464 (9280, 118)
4465 (8002, 19)
4466 (10821, 19)
4467 (508, 19)
4468 (5060, 19)
4469 (4355, 19)
4470 (4868, 19)
4471 (5408, 19)
4472 (1398, 19)
4473 (1715, 19)
4474 (5114, 19)
4475 (6520, 19)
4476 (10214, 19)
4477 (5857, 19)
4478 (7184, 19)
4479 (1899, 19)
4480 (3581, 19)
4481 (1022, 19)
4482 (9681, 19)
4483 (3885, 19)
4484 (7879, 19)
4485 (3091, 19)
4486 (476, 19)
4487 (10229, 19)
4488 (4857, 19)
4489 (3892, 19)
4490 (9160, 19)
4491 (2893, 19)
4492 (4151, 19)
4493 (9905, 19)
4494 (2136, 19)
4495 (9279, 19)
4496 (2961, 19)
4497 (4135, 19)
4498 (3554, 217)
4499 (10515, 118)
4500 (6290, 118)
4501 (6149, 19)
4502 (5555, 19)
4503 (7455, 19)
4504 (1780, 19)
4505 (3488, 19)
4506 (5795, 19)
4507 (6626, 19)
4508 (2356, 19)
4509 (1505, 19)
4510 (2519, 19)
4511 (4659, 19)
4512 (8874, 19)
4513 (5307, 19)
4514 (1231, 19)
4515 (801, 19)
4516 (8637, 19)
4517 (7629, 19)
4518 (6901, 19)
4519 (5988, 19)
4520 (3842, 19)
4521 (1470, 19)
4522 (10049, 19)
4523 (2654, 19)
4524 (8087, 19)
4525 (5866, 19)
4526 (7696, 19)
4527 (4072, 19)
4528 (10562, 19)
4529 (1669, 19)
4530 (9911, 19)
4531 (4032, 19)
4532 (8718, 19)
4533 (10663, 19)
4534 (8104, 19)
4535 (4083, 19)
4536 (10198, 19)
4537 (5992, 19)
4538 (2129, 19)
4539 (10010, 19)
4540 (6253, 19)
4541 (1463, 19)
4542 (3339, 118)
4543 (2419, 19)
4544 (9469, 19)
4545 (10835, 19)
4546 (10746, 19)
4547 (8175, 19)
4548 (10313, 19)
4549 (2870, 19)
4550 (897, 19)
4551 (176, 19)
4552 (5539, 19)
4553 (3670, 19)
4554 (10259, 19)
4555 (9452, 19)
4556 (9749, 19)
4557 (3912, 19)
4558 (3879, 19)
4559 (7566, 19)
4560 (1165, 19)
4561 (3751, 19)
4562 (48, 19)
4563 (9172, 19)
4564 (9335, 19)
4565 (1277, 19)
4566 (9011, 118)
4567 (7099, 118)
4568 (9676, 19)
4569 (5666, 19)
4570 (3946, 19)
4571 (9770, 19)
4572 (2737, 19)
4573 (8080, 19)
4574 (4208, 19)
4575 (10191, 19)
4576 (7331, 19)
4577 (3969, 19)
4578 (5290, 19)
4579 (5510, 19)
4580 (1751, 19)
4581 (992, 19)
4582 (6389, 19)
4583 (1252, 19)
4584 (3148, 19)
4585 (1850, 19)
4586 (5444, 19)
4587 (2176, 19)
4588 (10362, 19)
4589 (10553, 19)
4590 (1563, 19)
4591 (9896, 19)
4592 (7436, 19)
4593 (7423, 19)
4594 (5881, 19)
4595 (9568, 19)
4596 (2755, 19)
4597 (82, 19)
4598 (1396, 19)
4599 (9629, 19)
4600 (5709, 19)
4601 (8473, 19)
4602 (3779, 19)
4603 (10742, 19)
4604 (3910, 19)
4605 (4490, 19)
4606 (5385, 19)
4607 (5526, 19)
4608 (6793, 19)
4609 (5673, 19)
4610 (9672, 19)
4611 (164, 19)
4612 (9046, 118)
4613 (4369, 118)
4614 (160, 19)
4615 (2730, 19)
4616 (4630, 19)
4617 (6752, 19)
4618 (1567, 19)
4619 (4326, 19)
4620 (3236, 19)
4621 (7893, 19)
4622 (4217, 19)
4623 (33, 19)
4624 (8049, 19)
4625 (4354, 19)
4626 (5646, 118)
4627 (2248, 19)
4628 (2383, 19)
4629 (8524, 19)
4630 (284, 19)
4631 (2381, 19)
4632 (4180, 19)
4633 (2147, 19)
4634 (4634, 19)
4635 (8919, 19)
4636 (2541, 19)
4637 (1985, 19)
4638 (9708, 19)
4639 (2272, 19)
4640 (6784, 19)
4641 (6268, 118)
4642 (2008, 19)
4643 (2792, 19)
4644 (1094, 19)
4645 (1486, 19)
4646 (154, 19)
4647 (5844, 19)
4648 (467, 19)
4649 (1271, 19)
4650 (1924, 19)
4651 (3372, 19)
4652 (4699, 19)
4653 (3541, 118)
4654 (7113, 118)
4655 (9893, 19)
4656 (9312, 19)
4657 (5627, 19)
4658 (1908, 19)
4659 (7808, 19)
4660 (830, 19)
4661 (4776, 19)
4662 (8746, 19)
4663 (2027, 19)
4664 (8651, 19)
4665 (6669, 19)
4666 (9546, 19)
4667 (4722, 19)
4668 (2107, 19)
4669 (6811, 19)
4670 (5946, 19)
4671 (37, 19)
4672 (3498, 118)
4673 (7719, 19)
4674 (9401, 19)
4675 (8297, 19)
4676 (3861, 19)
4677 (10578, 19)
4678 (8170, 19)
4679 (84, 19)
4680 (3483, 19)
4681 (7416, 19)
4682 (6118, 19)
4683 (7675, 19)
4684 (6832, 19)
4685 (6579, 19)
4686 (8419, 19)
4687 (10875, 19)
4688 (1942, 19)
4689 (1907, 19)
4690 (7811, 19)
4691 (10149, 19)
4692 (5397, 19)
4693 (621, 19)
4694 (4156, 19)
4695 (4694, 19)
4696 (10405, 19)
4697 (9589, 118)
4698 (5466, 19)
4699 (5331, 19)
4700 (3758, 19)
4701 (418, 19)
4702 (10892, 19)
4703 (8004, 19)
4704 (2325, 19)
4705 (4950, 19)
4706 (10135, 19)
4707 (457, 19)
4708 (6178, 19)
4709 (1286, 19)
4710 (9122, 19)
4711 (6368, 19)
4712 (6804, 19)
4713 (2884, 19)
4714 (2484, 19)
4715 (1858, 19)
4716 (9273, 19)
4717 (520, 19)
4718 (10027, 118)
4719 (8097, 19)
4720 (3040, 217)
4721 (10183, 19)
4722 (1153, 118)
4723 (10011, 19)
4724 (1181, 118)
4725 (10628, 19)
4726 (4256, 118)
4727 (3776, 19)
4728 (9171, 19)
4729 (2822, 19)
4730 (5057, 19)
4731 (4731, 19)
4732 (3196, 19)
4733 (3123, 19)
4734 (1791, 19)
4735 (8059, 19)
4736 (5570, 19)
4737 (10761, 217)
4738 (60, 118)
4739 (5985, 118)
4740 (6090, 19)
4741 (10406, 19)
4742 (1292, 19)
4743 (736, 19)
4744 (121, 19)
4745 (564, 19)
4746 (4181, 19)
4747 (566, 19)
4748 (10162, 19)
4749 (8191, 19)
4750 (10234, 19)
4751 (4397, 19)
4752 (8826, 19)
4753 (2716, 19)
4754 (2426, 19)
4755 (4042, 118)
4756 (10815, 19)
4757 (4710, 19)
4758 (6910, 19)
4759 (6030, 19)
4760 (6974, 19)
4761 (8942, 19)
4762 (2401, 19)
4763 (7800, 19)
4764 (8796, 19)
4765 (8315, 19)
4766 (603, 118)
4767 (9147, 19)
4768 (6051, 19)
4769 (5244, 19)
4770 (1220, 19)
4771 (7558, 19)
4772 (5096, 19)
4773 (6480, 19)
4774 (6019, 19)
4775 (4678, 19)
4776 (4061, 19)
4777 (5035, 19)
4778 (4409, 19)
4779 (9998, 19)
4780 (8451, 19)
4781 (10130, 19)
4782 (10653, 19)
4783 (6285, 19)
4784 (6704, 19)
4785 (6210, 19)
4786 (2295, 19)
4787 (2282, 19)
4788 (2195, 19)
4789 (3748, 19)
4790 (9448, 19)
4791 (373, 19)
4792 (9350, 19)
4793 (1675, 19)
4794 (2896, 19)
4795 (9734, 19)
4796 (7562, 19)
4797 (8414, 19)
4798 (7596, 19)
4799 (8758, 19)
4800 (6355, 19)
4801 (5332, 19)
4802 (10382, 19)
4803 (10523, 19)
4804 (4725, 19)
4805 (2007, 19)
4806 (10113, 19)
4807 (2235, 19)
4808 (9666, 19)
4809 (7580, 19)
4810 (6764, 118)
4811 (10438, 19)
4812 (3410, 19)
4813 (2289, 19)
4814 (7989, 19)
4815 (5468, 19)
4816 (10716, 19)
4817 (10800, 19)
4818 (8340, 19)
4819 (5615, 19)
4820 (796, 19)
4821 (7195, 19)
4822 (2868, 19)
4823 (9009, 19)
4824 (9984, 19)
4825 (2284, 19)
4826 (1076, 19)
4827 (789, 19)
4828 (5022, 19)
4829 (8143, 19)
4830 (407, 19)
4831 (3925, 19)
4832 (978, 118)
4833 (8577, 19)
4834 (1934, 19)
4835 (7820, 19)
4836 (10350, 19)
4837 (5023, 217)
4838 (7690, 19)
4839 (7985, 19)
4840 (4228, 19)
4841 (6911, 19)
4842 (10167, 19)
4843 (7091, 19)
4844 (663, 19)
4845 (4439, 19)
4846 (8773, 19)
4847 (10040, 19)
4848 (2748, 19)
4849 (1163, 19)
4850 (6693, 19)
4851 (7179, 19)
4852 (8019, 19)
4853 (3152, 19)
4854 (3061, 19)
4855 (6716, 19)
4856 (6612, 19)
4857 (1251, 19)
4858 (9039, 19)
4859 (5311, 19)
4860 (6442, 19)
4861 (4625, 19)
4862 (846, 19)
4863 (7296, 19)
4864 (6431, 19)
4865 (4984, 19)
4866 (9609, 19)
4867 (8980, 19)
4868 (9692, 19)
4869 (8103, 19)
4870 (10360, 19)
4871 (8153, 19)
4872 (1962, 19)
4873 (9008, 19)
4874 (5326, 19)
4875 (141, 19)
4876 (8252, 19)
4877 (1564, 19)
4878 (5377, 19)
4879 (4445, 118)
4880 (9486, 19)
4881 (1757, 118)
4882 (7956, 19)
4883 (6757, 19)
4884 (439, 19)
4885 (9955, 19)
4886 (6367, 19)
4887 (4889, 19)
4888 (7842, 19)
4889 (2366, 19)
4890 (3227, 19)
4891 (10850, 19)
4892 (2653, 19)
4893 (8338, 19)
4894 (751, 19)
4895 (709, 19)
4896 (6624, 19)
4897 (2184, 19)
4898 (9600, 19)
4899 (10770, 19)
4900 (4994, 19)
4901 (7732, 19)
4902 (358, 19)
4903 (7979, 19)
4904 (9413, 19)
4905 (3361, 19)
4906 (9811, 19)
4907 (71, 19)
4908 (3745, 19)
4909 (5641, 19)
4910 (6945, 19)
4911 (4206, 19)
4912 (3334, 19)
4913 (9067, 19)
4914 (2846, 19)
4915 (2811, 19)
4916 (6003, 118)
4917 (5064, 19)
4918 (3024, 19)
4919 (734, 19)
4920 (2122, 19)
4921 (2321, 19)
4922 (3060, 19)
4923 (4956, 217)
4924 (8743, 19)
4925 (6574, 19)
4926 (1159, 19)
4927 (7876, 19)
4928 (10327, 19)
4929 (3597, 19)
4930 (5376, 19)
4931 (91, 19)
4932 (1321, 19)
4933 (1135, 19)
4934 (76, 19)
4935 (10891, 19)
4936 (1777, 19)
4937 (10436, 19)
4938 (24, 19)
4939 (8421, 19)
4940 (2823, 19)
4941 (954, 19)
4942 (9386, 19)
4943 (6057, 19)
4944 (1213, 19)
4945 (6628, 19)
4946 (4170, 19)
4947 (8827, 19)
4948 (3978, 19)
4949 (1423, 19)
4950 (2085, 118)
4951 (345, 19)
4952 (2448, 118)
4953 (10104, 19)
4954 (8041, 19)
4955 (7681, 19)
4956 (8221, 19)
4957 (6539, 19)
4958 (9863, 19)
4959 (1428, 19)
4960 (7102, 19)
4961 (4782, 19)
4962 (8282, 19)
4963 (2625, 217)
4964 (2772, 19)
4965 (2708, 19)
4966 (440, 19)
4967 (8711, 118)
4968 (7959, 19)
4969 (2544, 19)
4970 (3285, 19)
4971 (5423, 19)
4972 (3051, 19)
4973 (6894, 19)
4974 (8354, 19)
4975 (8869, 19)
4976 (177, 19)
4977 (6770, 19)
4978 (690, 19)
4979 (1360, 19)
4980 (3556, 19)
4981 (2573, 19)
4982 (2001, 19)
4983 (10247, 19)
4984 (7023, 19)
4985 (5126, 19)
4986 (7313, 19)
4987 (3518, 19)
4988 (6582, 19)
4989 (907, 19)
4990 (1451, 19)
4991 (6959, 19)
4992 (5462, 19)
4993 (9825, 19)
4994 (8198, 19)
4995 (385, 19)
4996 (4271, 19)
4997 (3151, 19)
4998 (4531, 19)
4999 (2977, 19)
5000 (3420, 19)
5001 (5921, 19)
5002 (7338, 19)
5003 (402, 19)
5004 (8025, 19)
5005 (7625, 19)
5006 (6417, 19)
5007 (10243, 19)
5008 (8280, 19)
5009 (1200, 19)
5010 (4896, 19)
5011 (7114, 19)
5012 (3199, 19)
5013 (474, 19)
5014 (8071, 19)
5015 (1375, 19)
5016 (9561, 19)
5017 (9300, 19)
5018 (6977, 19)
5019 (5291, 19)
5020 (9224, 19)
5021 (2050, 19)
5022 (8805, 19)
5023 (5815, 19)
5024 (4093, 19)
5025 (8193, 19)
5026 (1948, 19)
5027 (8383, 19)
5028 (5523, 217)
5029 (1709, 19)
5030 (5403, 19)
5031 (6866, 19)
5032 (8757, 19)
5033 (5851, 19)
5034 (2773, 19)
5035 (800, 19)
5036 (1340, 19)
5037 (10777, 19)
5038 (2506, 19)
5039 (2402, 19)
5040 (2565, 19)
5041 (7615, 19)
5042 (9247, 19)
5043 (969, 19)
5044 (6984, 19)
5045 (8440, 19)
5046 (3169, 118)
5047 (8099, 19)
5048 (3546, 19)
5049 (7201, 19)
5050 (5351, 19)
5051 (1154, 19)
5052 (5935, 19)
5053 (3953, 19)
5054 (6830, 19)
5055 (3849, 19)
5056 (9673, 19)
5057 (9236, 19)
5058 (8662, 19)
5059 (328, 19)
5060 (4759, 19)
5061 (10532, 19)
5062 (7073, 19)
5063 (10334, 118)
5064 (5995, 19)
5065 (3691, 19)
5066 (6036, 19)
5067 (10075, 19)
5068 (4065, 19)
5069 (5961, 19)
5070 (6991, 19)
5071 (2631, 19)
5072 (9451, 19)
5073 (10944, 19)
5074 (5121, 19)
5075 (3988, 19)
5076 (5337, 19)
5077 (8309, 19)
5078 (6550, 19)
5079 (5299, 19)
5080 (8598, 19)
5081 (6829, 19)
5082 (5708, 19)
5083 (1590, 19)
5084 (3615, 19)
5085 (9492, 19)
5086 (10510, 19)
5087 (8241, 19)
5088 (10451, 19)
5089 (1194, 19)
5090 (7109, 19)
5091 (7131, 19)
5092 (4750, 19)
5093 (1070, 19)
5094 (5285, 217)
5095 (7538, 19)
5096 (6857, 19)
5097 (5554, 19)
5098 (3205, 19)
5099 (1324, 19)
5100 (693, 19)
5101 (3757, 19)
5102 (5879, 19)
5103 (10491, 118)
5104 (5490, 19)
5105 (2072, 118)
5106 (4401, 19)
5107 (10910, 19)
5108 (8860, 19)
5109 (7661, 19)
5110 (9592, 19)
5111 (4870, 19)
5112 (3994, 19)
5113 (5002, 19)
5114 (5808, 19)
5115 (10954, 19)
5116 (6843, 19)
5117 (6217, 19)
5118 (5930, 19)
5119 (9581, 19)
5120 (9113, 19)
5121 (8167, 19)
5122 (6059, 19)
5123 (8738, 19)
5124 (1690, 19)
5125 (5911, 19)
5126 (7141, 19)
5127 (8410, 19)
5128 (5217, 19)
5129 (6623, 19)
5130 (2068, 19)
5131 (7429, 19)
5132 (3031, 19)
5133 (5608, 19)
5134 (4084, 118)
5135 (4737, 19)
5136 (7058, 19)
5137 (9743, 19)
5138 (5481, 19)
5139 (7598, 217)
5140 (3976, 19)
5141 (1455, 19)
5142 (8828, 19)
5143 (7437, 19)
5144 (3928, 19)
5145 (1412, 19)
5146 (314, 19)
5147 (8649, 19)
5148 (1930, 19)
5149 (9815, 19)
5150 (946, 19)
5151 (8382, 19)
5152 (7826, 19)
5153 (6181, 19)
5154 (4677, 19)
5155 (320, 19)
5156 (8088, 19)
5157 (2916, 19)
5158 (4033, 19)
5159 (8819, 19)
5160 (5387, 19)
5161 (9196, 19)
5162 (8444, 19)
5163 (1283, 19)
5164 (3188, 19)
5165 (2319, 19)
5166 (1693, 19)
5167 (7282, 19)
5168 (7578, 19)
5169 (6735, 19)
5170 (2117, 19)
5171 (9001, 19)
5172 (6995, 19)
5173 (7471, 19)
5174 (5108, 19)
5175 (10915, 19)
5176 (4232, 19)
5177 (5882, 118)
5178 (2561, 118)
5179 (9200, 19)
5180 (8380, 19)
5181 (2257, 19)
5182 (1441, 19)
5183 (10607, 19)
5184 (2518, 19)
5185 (72, 19)
5186 (1000, 19)
5187 (5460, 19)
5188 (10429, 19)
5189 (8727, 19)
5190 (5823, 19)
5191 (9262, 19)
5192 (10836, 19)
5193 (5208, 118)
5194 (5360, 19)
5195 (3787, 19)
5196 (6562, 19)
5197 (790, 19)
5198 (6667, 19)
5199 (4521, 19)
5200 (6320, 19)
5201 (8982, 19)
5202 (8765, 19)
5203 (1685, 19)
5204 (9843, 19)
5205 (2264, 19)
5206 (4460, 19)
5207 (765, 118)
5208 (7877, 19)
5209 (7874, 19)
5210 (7136, 19)
5211 (3092, 19)
5212 (4940, 19)
5213 (7134, 19)
5214 (1949, 19)
5215 (4184, 19)
5216 (2694, 19)
5217 (4360, 19)
5218 (1959, 19)
